cc,rs,name,lon,lat,r1
IE,856,Tralee,-9.7,52.271,496
IE,345,Claremorris,-8.998,53.719,200
IE,288,Sneem,-9.905,51.837,200
IE,288,Ennistimon,-9.293,52.94,200
UK,496,Gerinish,-7.365,57.353,200
UK,345,Timsgarry,-7.017,58.198,288
IE,288,Listowel,-9.487,52.454,200
UK,2127,West Kilbride,-7.367,57.111,714
UK,595,Sgarasta Bheag,-7.049,57.824,345
IE,345,Glenties,-8.284,54.797,200
IE,1232,Sligo,-8.483,54.269,595
IE,496,Killarney,-9.506,52.058,200
IE,595,Castlebar,-9.285,53.855,496
UK,414,Hosta,-7.49,57.621,414
IE,414,Kilrush,-9.486,52.638,200
IE,714,Bunbeg,-8.296,55.067,345
IE,1478,Galway,-9.042,53.282,595
UK,288,Govig,-7.055,57.972,288
IE,345,Kenmare,-9.579,51.88,200
UK,345,Melbost Borve,-6.436,58.43,200
UK,414,Middleton,-6.968,56.482,414
IE,595,Mallow,-8.647,52.134,240
IE,414,Ennis,-8.977,52.826,200
IE,288,Ballyshannon,-8.192,54.502,200
IE,496,Donegal,-8.103,54.653,240
IE,288,Newcastle West,-9.057,52.458,240
UK,240,Ceann Shìphoirt,-6.591,58.054,200
IE,345,Loughrea,-8.574,53.198,200
IE,240,Boherbue,-9.068,52.159,200
UK,240,Trumpan,-6.634,57.559,200
UK,1478,Stornoway,-6.379,58.209,714
IE,496,Skibbereen,-9.271,51.551,414
UK,240,Colbost,-6.645,57.445,200
IE,240,Carrick-on-Shannon,-8.084,53.945,200
IE,240,Roscommon,-8.197,53.62,200
IE,288,Dunmanway,-9.111,51.72,200
IE,1773,Limerick,-8.626,52.658,595
UK,345,A' Chill,-6.509,57.056,240
UK,414,Enniskillen,-7.631,54.345,200
UK,1232,Londonderry,-7.319,54.999,595
IE,856,Athlone,-7.967,53.423,414
IE,240,Athenry,-8.747,53.302,200
IE,414,Longford,-7.786,53.73,200
UK,496,Portree,-6.198,57.404,496
MF,9138,Saint-Martin,-63.084,18.067,2127
IE,288,Tipperary,-8.151,52.477,200
UK,595,Port Mòr,-6.226,56.835,414
IE,288,Gort,-8.816,53.065,200
IE,345,Bantry,-9.448,51.681,200
IE,240,Broadford,-8.978,52.344,200
UK,288,Strabane,-7.463,54.824,200
IE,496,Carndonagh,-7.263,55.246,200
IE,345,Nenagh,-8.204,52.858,240
UK,856,Omagh,-7.296,54.6,345
IE,1773,Cork,-8.476,51.863,1232
UK,240,Achosnich,-6.18,56.727,240
UK,345,Murlaggan,-5.273,56.98,200
IE,345,Thurles,-7.811,52.68,200
UK,595,Opinan,-5.582,57.906,345
UK,345,Kilmore,-5.871,57.094,288
IE,240,Rathcormack,-8.282,52.075,200
UK,414,Inveralligin,-5.605,57.557,288
UK,496,Stoer,-5.337,58.202,414
UK,345,Carsaig,-5.979,56.324,240
UK,414,Stromeferry,-5.551,57.351,288
IE,856,Cavan,-7.358,53.993,288
UK,345,Ardery,-5.674,56.695,240
IE,856,Kilkenny,-7.253,52.654,345
UK,714,Achiemore,-4.82,58.567,496
UK,240,Dungiven,-6.919,54.926,200
UK,714,Oban,-5.474,56.407,288
UK,345,Newry,-6.334,54.178,200
UK,414,Kilninian,-6.231,56.532,288
UK,288,South Erradale,-5.782,57.674,240
IE,288,Midleton,-8.163,51.911,200
UK,345,Coleraine,-6.664,55.13,240
IE,288,Castlepollard,-7.297,53.681,200
UK,496,Kilchattan,-6.23,56.075,345
BL,714,Saint-Barthélemy,-62.852,17.898,288
UK,240,Back of Keppoch,-5.864,56.922,240
UK,288,Cookstown,-6.743,54.649,200
UK,240,Dungannon,-6.771,54.501,200
UK,1027,Kintra,-6.256,55.655,240
IE,414,Clonmel,-7.698,52.361,240
UK,414,Bunnahabhain,-6.126,55.881,345
UK,240,Larachbeg,-5.754,56.57,200
UK,240,Inverinate,-5.458,57.243,240
UK,240,Ballycastle,-6.25,55.202,200
UK,288,Laxford Bridge,-5.012,58.375,288
IE,345,Dungarvan,-7.62,52.093,240
UK,288,Kinloch Hourn,-5.385,57.109,240
UK,595,Ballymena,-6.274,54.862,240
UK,345,Portadown,-6.445,54.422,200
UK,240,Lealt,-5.755,56.054,200
UK,240,Clachan,-5.071,57.815,240
UK,414,Cushendall,-6.061,55.08,200
IE,288,Ardee,-6.536,53.853,200
UK,414,Corrykinloch,-4.781,58.188,345
IE,345,Newbridge,-6.797,53.18,240
IE,595,Dundalk,-6.401,54.008,240
IE,288,Carlow,-6.927,52.835,200
UK,345,Belloch,-5.694,55.579,200
UK,496,Oykel Bridge,-4.734,57.969,240
IE,414,Tullamore,-7.492,53.279,200
IE,414,Mullingar,-7.342,53.54,345
IE,240,Cootehill,-7.079,54.072,200
UK,240,Maghera,-6.671,54.844,200
IE,288,Portlaoise,-7.311,53.035,200
UK,496,Campbeltown,-5.598,55.418,345
UK,414,Stronmilchan,-4.994,56.407,200
IE,5289,Dublin,-6.265,53.337,2552
UK,240,Lochgilphead,-5.425,56.033,240
IE,1232,Waterford,-7.11,52.254,595
UK,496,Lochgoilhead,-4.899,56.17,200
UK,240,Lochgarthside,-4.451,57.24,200
UK,1027,Fort William,-5.103,56.819,496
UK,345,Kilchamaig,-5.505,55.792,200
UK,714,Tain,-4.057,57.811,240
IE,856,Drogheda,-6.346,53.713,288
UK,345,Gualachulain,-5.074,56.564,200
UK,240,Wester Mandally,-4.813,57.066,200
UK,288,Kilkeel,-6.006,54.063,200
IE,288,Dunlavin,-6.701,53.057,200
IE,345,Skerries,-6.12,53.574,200
IE,288,Carnew,-6.503,52.712,200
UK,496,Downpatrick,-5.709,54.326,240
UK,240,Achnaluachrach,-4.239,58.058,200
UK,345,Corrie,-5.141,55.637,200
IE,345,Bray,-6.101,53.196,200
IE,414,Wexford,-6.474,52.328,345
IE,714,Arklow,-6.158,52.798,288
UK,1027,Inverness,-4.229,57.464,856
IE,345,Wicklow,-6.055,52.974,200
UK,414,Greenock,-4.781,55.949,240
UK,240,Bridge of Ericht,-4.417,56.693,240
UK,240,Kenknock,-4.489,56.498,240
UK,714,Stranraer,-5.024,54.899,414
UK,414,Aultibea,-3.625,58.193,288
UK,2127,Belfast,-5.927,54.596,1027
UK,288,Ballycarry,-5.748,54.772,200
UK,288,Boath,-4.4,57.734,200
GP,345,La Désirade,-61.075,16.304,288
GP,3674,Les Abymes,-61.504,16.271,1478
UK,414,Dalwhinnie,-4.243,56.938,240
UK,2127,Thurso,-3.526,58.591,714
UK,595,Ayr,-4.623,55.444,240
UK,345,Cock Bridge,-3.229,57.167,240
UK,714,Kirkwall,-2.957,58.979,288
UK,240,Bladnoch,-4.458,54.86,200
UK,414,Wick,-3.083,58.445,200
UK,414,Cairngaan,-4.9,54.649,200
UK,288,Veness,-2.744,59.151,200
UK,595,Andreas,-4.443,54.368,288
UK,288,Kilmarnock,-4.496,55.607,200
GP,1027,Grand-Bourg,-61.315,15.883,414
GP,414,Terre-de-Haut,-61.581,15.867,200
UK,240,Callander,-4.21,56.242,200
UK,345,Hurliness,-3.243,58.785,200
UK,240,Carseriggan,-4.634,54.976,200
UK,4408,Glasgow,-4.231,55.801,1773
UK,240,Dalcairney,-4.416,55.311,200
UK,240,Auchnafree,-3.916,56.481,200
UK,240,Clyth,-3.247,58.305,200
UK,595,Pitlochry,-3.73,56.706,240
UK,496,Crieff,-3.838,56.374,200
UK,288,Peel,-4.685,54.221,288
UK,496,Port St Mary,-4.737,54.074,414
UK,288,Muir,-3.538,56.988,200
UK,496,Alloa,-3.786,56.119,240
UK,288,Redding,-3.732,55.988,200
UK,240,Laxey,-4.401,54.231,240
UK,714,The Town,-6.353,49.951,595
UK,345,Hollandstoun,-2.432,59.364,288
UK,345,Kirkcudbright,-4.046,54.838,240
UK,288,Buckie,-2.961,57.673,200
UK,288,Holyhead,-4.632,53.308,240
UK,595,Aviemore,-3.826,57.198,240
UK,345,Cumnock,-4.262,55.451,200
UK,240,Garryhorn,-4.289,55.215,200
UK,496,Elgin,-3.313,57.648,414
UK,345,Knockando,-3.353,57.461,200
UK,414,Da Hametoon,-2.067,60.12,345
UK,496,Glenrothes,-3.18,56.196,200
UK,496,Ringasta,-1.326,59.912,200
UK,240,Huntly,-2.787,57.447,200
UK,288,Turriff,-2.459,57.539,200
UK,595,Whitehaven,-3.577,54.542,345
MQ,39285,Fort-de-France,-61.068,14.607,32738
UK,240,Jamestown,-3.1,55.261,200
UK,414,Collafirth,-1.223,60.4,200
UK,240,Langholm,-3,55.152,200
UK,1027,Cullivoe,-1.01,60.704,414
ES,345,Camariñas,-9.182,43.134,200
ES,1232,Cee,-9.188,42.955,200
UK,496,Dumfries,-3.606,55.069,288
MQ,345,Le Lorrain,-61.055,14.833,200
UK,595,Haverfordwest,-4.979,51.798,496
UK,496,Moffat,-3.439,55.334,200
UK,714,Edinburgh,-3.199,55.938,496
UK,1027,Dundee,-2.972,56.476,414
UK,345,Forfar,-2.889,56.642,200
UK,288,Ure,-1.589,60.503,288
UK,288,Pembroke,-4.914,51.676,200
UK,496,Cardigan,-4.66,52.085,200
UK,345,Bangor,-4.138,53.223,200
UK,345,Maryport,-3.49,54.711,200
UK,240,Gair,-3.14,55.375,200
UK,1232,Stonybreck,-1.638,59.524,496
UK,288,Inverurie,-2.386,57.287,200
UK,345,Seascale,-3.476,54.392,200
MQ,595,Le Marin,-60.87,14.471,240
UK,856,Camborne,-5.297,50.207,595
UK,240,Cei-bach,-4.329,52.21,200
UK,345,Tywyn,-4.092,52.584,200
UK,856,Galashiels,-2.794,55.611,288
UK,240,Llanrwst,-3.796,53.142,200
UK,414,Fraserburgh,-2.016,57.687,200
UK,414,Colwyn Bay,-3.721,53.291,414
UK,1232,Aberystwyth,-4.062,52.41,595
UK,288,Carmarthen,-4.312,51.858,200
UK,345,Stonehaven,-2.218,56.967,200
UK,3674,Lerwick,-1.156,60.157,856
UK,345,Hawick,-2.782,55.428,200
UK,2552,Aberdeen,-2.121,57.16,856
UK,856,Carlisle,-2.933,54.887,595
UK,240,Tresta,-0.886,60.594,240
UK,240,Aberhosan,-3.754,52.561,200
UK,856,Bala,-3.597,52.912,200
UK,496,Deadwater,-2.62,55.266,200
UK,595,Peterhead,-1.793,57.491,240
UK,345,St Austell,-4.781,50.345,288
UK,1027,Bude,-4.539,50.825,200
UK,414,Penrith,-2.746,54.664,200
ES,240,Padrón,-8.659,42.737,200
UK,240,Llandrindod Wells,-3.375,52.232,240
UK,345,Kirkby Stephen,-2.349,54.473,200
UK,240,High Birkwith,-2.307,54.185,200
UK,240,Newchurch,-3.145,52.149,200
ES,240,Carballo,-8.691,43.212,200
ES,496,Vilalba,-7.678,43.297,200
UK,856,Blackpool,-3.02,53.808,345
UK,595,Llandovery,-3.798,51.995,240
UK,856,Swansea,-3.947,51.642,345
ES,240,Noia,-8.886,42.785,200
UK,496,Morecambe,-2.854,54.066,200
UK,240,Hollacombe,-4.3,50.802,200
UK,595,Kendal,-2.738,54.327,200
UK,240,Launceston,-4.363,50.638,200
UK,288,Haltwhistle,-2.463,54.971,240
UK,240,Eyemouth,-2.094,55.87,200
ES,4408,A Coruña,-8.409,43.365,1478
UK,496,Barnstaple,-4.057,51.08,345
UK,414,Berwick-upon-Tweed,-2.012,55.761,345
PT,9138,Câmara de Lobos,-16.976,32.649,3674
ES,240,Carral,-8.355,43.228,200
UK,414,Newtown,-3.316,52.515,288
ES,240,Vilagarcía,-8.763,42.597,200
UK,2127,Liverpool,-2.911,53.409,856
ES,240,Neda,-8.158,43.499,200
ES,345,Santiago de Compostela,-8.539,42.879,345
ES,345,Ordes,-8.403,43.079,200
UK,288,Earle,-2.018,55.531,200
UK,345,Tavistock,-4.142,50.545,200
UK,288,Porthcawl,-3.695,51.484,200
UK,414,Chester,-2.893,53.198,200
UK,240,Sykes,-2.561,53.958,200
PT,414,Matas,-16.338,33.06,414
FR,414,Ouessant,-5.096,48.455,288
UK,1773,Plymouth,-4.105,50.35,856
ES,345,Pontevedra,-8.64,42.428,200
ES,2127,Vigo,-8.726,42.229,856
UK,414,Mountain Ash,-3.378,51.682,200
ES,240,As Pontes de García Rodríguez,-7.86,43.452,240
ES,414,A Guarda,-8.874,41.901,200
ES,288,Teixeiro,-8.036,43.14,200
UK,345,Settle,-2.278,54.068,240
UK,288,North Sunderland,-1.656,55.579,200
UK,595,Alnwick,-1.7,55.409,288
ES,240,Ponteareas,-8.504,42.173,200
PT,496,Viana do Castelo,-8.824,41.701,200
ES,714,Lalín,-8.11,42.66,200
UK,414,Cardiff,-3.177,51.501,288
UK,595,Exeter,-3.524,50.723,345
UK,240,Crewe,-2.45,53.098,200
ES,856,Burela,-7.362,43.661,496
UK,2127,Newcastle upon Tyne,-1.629,54.989,856
FR,414,Plouguerneau,-4.503,48.606,200
UK,288,Leominster,-2.748,52.226,240
ES,345,Xinzo de Limia,-7.725,42.064,200
UK,240,Stroud,-2.227,51.739,200
UK,856,Sheffield,-1.448,53.388,714
ES,714,Lugo,-7.556,43.011,414
ES,240,O Carballiño,-8.076,42.432,200
ES,240,Rábade,-7.62,43.123,200
ES,288,Monterroso,-7.833,42.793,200
UK,414,Torquay,-3.52,50.458,200
UK,414,Stoke-on-Trent,-2.151,53.01,414
UK,288,Stafford,-2.104,52.804,200
UK,1773,Bristol,-2.593,51.442,714
UK,496,Telford,-2.478,52.672,240
ES,240,Becerreá,-7.162,42.854,200
UK,414,Stockport,-2.153,53.402,288
UK,240,Exmouth,-3.395,50.611,200
ES,240,Mondoñedo,-7.359,43.43,200
FR,3062,Brest,-4.484,48.391,1478
PT,288,Nazaré,-9.068,39.601,200
UK,414,York,-1.086,53.959,240
UK,240,Derby,-1.468,52.918,200
ES,345,O Barco,-6.986,42.417,240
ES,345,Trado,-8.15,42.175,200
PT,240,Barral,-8.34,41.802,200
UK,496,Taunton,-3.102,51.02,240
ES,240,Chantada,-7.768,42.61,200
UK,288,Marsden,-1.925,53.602,200
UK,240,Sunderland,-1.402,54.886,200
ES,1027,Ourense,-7.864,42.341,496
PT,714,Braga,-8.411,41.525,240
PT,5289,Porto,-8.621,41.161,1773
ES,240,Ribadeo,-7.044,43.536,200
UK,345,Chepstow,-2.679,51.637,200
ES,240,Bande,-7.974,42.032,200
FR,414,Saint-Nic,-4.281,48.202,200
ES,288,Allariz,-7.802,42.19,200
ES,496,Sarria,-7.411,42.779,200
UK,240,Harrogate,-1.531,53.992,200
ES,345,Monforte de Lemos,-7.511,42.522,240
PT,345,Vilela,-8.105,41.622,200
ES,288,A Fonsagrada,-7.067,43.125,200
UK,496,Worcester,-2.211,52.189,200
UK,714,Leeds,-1.546,53.744,288
UK,345,Wells,-2.643,51.211,200
ES,240,San Martín de Oscos,-6.961,43.266,200
UK,595,Thirsk,-1.347,54.23,200
UK,1027,Middlesbrough,-1.213,54.546,414
PT,496,São João da Madeira,-8.492,40.896,200
ES,496,Navia,-6.721,43.541,200
PT,1027,Aveiro,-8.635,40.634,345
FR,288,Morlaix,-3.827,48.578,200
ES,240,Baltar,-7.715,41.951,200
PT,240,Montalegre,-7.786,41.828,200
FR,856,Quimper,-4.101,47.996,345
UK,714,Gloucester,-2.224,51.86,288
UK,345,Yeovil,-2.635,50.946,240
PT,288,Lordelo,-7.986,41.407,200
UK,2127,Birmingham,-1.872,52.478,856
PT,345,Cantanhede,-8.597,40.35,200
PT,288,Murta,-8.469,40.511,200
ES,414,Verín,-7.434,41.941,200
FR,1027,Lannion,-3.458,48.732,345
PT,496,Caldas da Rainha,-9.144,39.413,240
ES,414,Cangas del Narcea,-6.549,43.176,345
PT,714,Chaves,-7.47,41.747,345
UK,288,Gillingham,-2.275,51.039,200
UK,714,Weymouth,-2.456,50.602,345
UK,345,Selby,-1.067,53.781,200
PT,496,Vila Real,-7.731,41.299,345
FR,345,Carhaix-Plouguer,-3.573,48.276,288
PT,714,Leiria,-8.808,39.742,288
ES,345,Viana do Bolo,-7.11,42.181,200
PT,345,Torres Vedras,-9.255,39.09,200
FR,288,Gourin,-3.605,48.14,200
PT,2127,Coimbra,-8.445,40.192,856
PT,288,Pombal,-8.62,39.917,200
ES,240,A Gudiña,-7.14,42.061,200
UK,414,Oxford,-1.246,51.736,240
PT,288,Britiande,-7.793,41.058,200
ES,345,Fabero,-6.624,42.768,200
PT,240,Fátima,-8.673,39.628,200
ES,240,Avilés,-5.923,43.552,200
UK,345,Marlborough,-1.731,51.419,200
UK,345,Rugby,-1.248,52.378,200
UK,288,Malton,-0.797,54.138,200
PT,345,Seia,-7.709,40.419,200
UK,414,Mansfield,-1.193,53.141,200
PT,240,Vila de Rei,-8.146,39.676,200
ES,240,Los Sauces,-17.773,28.803,200
UK,240,Whitby,-0.627,54.485,200
ES,414,La Robla,-5.628,42.804,200
PT,414,Mora,-8.158,38.944,240
PT,345,Valpaços,-7.306,41.603,200
UK,595,Swindon,-1.783,51.572,414
PT,595,Viseu,-7.906,40.662,345
UK,714,Nottingham,-1.167,52.908,240
PT,240,Lousã,-8.249,40.116,200
ES,288,Pola de Somiedo,-6.255,43.094,200
ES,714,Ponferrada,-6.595,42.55,496
FR,240,Guingamp,-3.147,48.561,200
PT,288,Moimenta,-6.975,41.951,200
ES,714,Villablino,-6.319,42.94,200
UK,288,Retford,-0.944,53.315,200
PT,345,Tábua,-8.023,40.353,200
PT,240,Lamas,-7.691,40.792,200
PT,240,Vila,-8.332,39.876,200
PT,240,Vilar,-7.549,40.98,200
PT,288,Alverca do Ribatejo,-9.032,38.892,200
UK,595,Lake,-1.81,51.15,200
PT,240,Espinho,-7.421,41.14,200
ES,240,La Baña,-6.671,42.268,200
PT,3674,Lisboa,-9.136,38.724,1773
UK,414,Leicester,-1.128,52.618,414
PT,496,Santarém,-8.7,39.244,345
UK,345,Banbury,-1.338,52.063,240
UK,714,Scarborough,-0.411,54.279,345
PT,240,Tomar,-8.405,39.603,200
FR,714,Lorient,-3.365,47.748,345
PT,345,Entroncamento,-8.477,39.464,200
ES,288,Oviedo,-5.85,43.363,200
UK,288,Bournemouth,-1.836,50.74,240
ES,345,Puebla de Sanabria,-6.632,42.054,200
FR,240,Binic-Étables-sur-Mer,-2.834,48.627,200
ES,1773,Gijón/Xixón,-5.67,43.53,1478
ES,240,Torrebarrio,-5.993,43.007,200
PT,1027,Bragança,-6.767,41.8,595
PT,496,Macedo de Cavaleiros,-6.949,41.505,200
UK,240,Newton,-1.663,51.003,200
PT,595,Sertã,-8.093,39.806,240
ES,345,Lucillo,-6.304,42.409,200
PT,595,Vila Nova de Foz Côa,-7.144,41.078,288
UK,288,Andover,-1.483,51.211,200
FR,414,Saint-Brieuc,-2.763,48.514,414
FR,595,Pontivy,-2.967,48.064,240
PT,496,Setúbal,-8.887,38.531,200
UK,240,Didcot,-1.243,51.609,200
UK,496,Lincoln,-0.555,53.211,345
UK,414,Bridlington,-0.198,54.092,200
UK,714,Kingston upon Hull,-0.33,53.758,595
ES,2552,Santa Cruz de la Palma,-17.765,28.683,714
PT,240,Erra,-8.45,38.998,200
ES,414,Pola de Laviana,-5.562,43.245,200
UK,714,Northampton,-0.878,52.237,345
PT,414,Covilhã,-7.496,40.278,200
FR,288,Le Palais,-3.156,47.347,240
UK,1027,Southampton,-1.397,50.921,496
PT,414,Mogadouro,-6.705,41.342,200
PT,1027,Guarda,-7.249,40.529,496
PT,414,Pinhel,-7.069,40.771,200
UK,288,Kettering,-0.714,52.399,200
PT,240,Figueira de Castelo Rodrigo,-6.97,40.9,200
ES,288,Felechosa,-5.507,43.104,200
UK,288,Pitchcott,-0.876,51.875,200
PT,414,Vendas Novas,-8.46,38.676,288
PT,345,Ponte de Sôr,-8.013,39.259,240
UK,288,Milton Keynes,-0.766,52.016,200
UK,288,Basingstoke,-1.095,51.263,200
ES,240,Aldeadávila de la Ribera,-6.618,41.217,200
ES,496,La Bañeza,-5.899,42.298,240
UK,496,Grimsby,-0.092,53.554,200
UK,595,Reading,-0.967,51.451,414
FR,414,Vannes,-2.76,47.658,288
PT,1027,Sines,-8.857,37.958,496
PT,856,Castelo Branco,-7.489,39.823,496
PT,345,Alcácer do Sal,-8.51,38.385,200
FR,288,Sarzeau,-2.768,47.528,200
PT,345,Sabugal,-7.079,40.352,200
ES,240,Valsalabroso,-6.502,41.109,200
UK,345,Ely,0.263,52.397,200
FR,414,Ploërmel,-2.396,47.929,240
PT,345,Nisa,-7.646,39.513,200
UK,288,Horncastle,-0.114,53.197,200
ES,1773,León,-5.571,42.599,595
PT,414,Fronteira,-7.644,39.051,200
FR,240,Ruffiac,-2.281,47.819,200
ES,288,Vallehermoso,-17.265,28.18,200
ES,1027,Zamora,-5.741,41.507,414
ES,240,Beleño,-5.162,43.19,200
UK,414,Louth,0,53.372,200
UK,345,King's Lynn,0.419,52.755,345
FR,595,Cherbourg-en-Cotentin,-1.623,49.642,595
PT,240,Porto Covo,-8.787,37.854,200
UK,288,Portsmouth,-1.068,50.807,200
PT,288,Avis,-7.889,39.048,200
PT,240,Reguengo,-8.204,38.611,200
ES,345,Carrión de los Condes,-4.603,42.338,200
ES,288,Tábara,-5.958,41.824,200
UK,595,Peterborough,-0.258,52.581,345
FR,1232,Saint-Malo,-2.022,48.652,496
UK,595,Boston,-0.019,52.963,200
ES,1478,Valverde,-17.914,27.809,595
FR,345,Dinan,-2.046,48.454,200
UK,856,Luton,-0.428,51.894,288
ES,496,Valverde del Fresno,-6.877,40.221,240
ES,856,Benavente,-5.677,42.006,414
PT,345,Vimieiro,-7.839,38.831,200
PT,288,Torrão,-8.223,38.293,200
UK,240,Elstead,-0.701,51.184,200
ES,496,Llanes,-4.759,43.422,414
UK,240,Iver Heath,-0.525,51.539,200
ES,288,La Restinga,-17.98,27.641,200
FR,496,La Haye,-1.544,49.291,200
ES,414,Riaño,-5.005,42.976,240
UK,345,Midhurst,-0.742,50.983,200
ES,496,Ciudad Rodrigo,-6.529,40.6,414
PT,714,Portalegre,-7.43,39.283,414
PT,414,São Teotónio,-8.709,37.512,200
UK,240,Watford,-0.402,51.671,200
UK,345,Woking,-0.553,51.311,200
PT,1027,Évora,-7.91,38.569,595
PT,240,Fornalhas Velhas,-8.415,37.842,240
ES,345,Villafáfila,-5.614,41.846,200
ES,288,Buenamadre,-6.249,40.857,200
PT,288,Aguiar,-7.965,38.394,200
ES,345,Almanza,-5.036,42.658,200
ES,345,Ledesma,-6.001,41.088,200
ES,240,Izagre,-5.256,42.224,200
FR,240,Coutances,-1.445,49.048,200
ES,496,Potes,-4.621,43.155,240
ES,345,San Sebastián de la Gomera,-17.114,28.089,345
PT,240,Arronches,-7.281,39.123,200
FR,856,Redon,-2.083,47.651,200
ES,240,Ceclavín,-6.771,39.822,200
ES,288,Corrales,-5.724,41.359,200
PT,345,Monchique,-8.554,37.31,200
ES,288,Sahagún,-5.031,42.371,200
FR,345,Saint-Nazaire,-2.213,47.273,345
PT,288,Cuba,-7.894,38.167,200
FR,288,Guignen,-1.861,47.919,200
UK,496,Cambridge,0.135,52.206,288
PT,288,Vila Viçosa,-7.417,38.775,200
FR,288,Pontchâteau,-2.089,47.437,200
ES,496,Coria,-6.538,39.986,288
ES,414,Brozas,-6.778,39.612,200
FR,595,L'Épine,-2.265,46.979,200
FR,1773,Rennes,-1.679,48.112,714
UK,100000,London,-0.086,51.513,100000
ES,288,Alburquerque,-7.003,39.221,240
PT,496,Portimão,-8.536,37.133,345
PT,1478,Beja,-7.859,38.017,414
ES,288,La Alberca,-6.108,40.489,200
PT,288,Albernoa,-7.958,37.861,200
PT,414,Reguengos de Monsaraz,-7.536,38.426,200
ES,345,Topas,-5.634,41.157,200
ES,345,Toro,-5.394,41.524,200
ES,288,Vecinos,-5.877,40.779,200
UK,496,Crawley,-0.184,51.116,240
ES,714,Saldaña,-4.734,42.522,345
FR,240,Guémené-Penfao,-1.833,47.629,200
FR,496,Saint-Lô,-1.089,49.116,414
ES,1027,Salamanca,-5.667,40.966,714
ES,1232,Santa Cruz de Tenerife,-16.267,28.462,496
ES,240,Medina de Rioseco,-5.041,41.883,240
PT,856,Almodôvar,-8.06,37.515,345
ES,240,Puertito de Güímar,-16.375,28.295,200
ES,240,Villar del Rey,-6.847,39.132,200
UK,595,Brighton and Hove,-0.177,50.838,496
ES,345,San Isidro,-16.557,28.078,288
FR,345,Janzé,-1.497,47.959,200
ES,288,Olivenza,-7.098,38.684,200
ES,2127,Badajoz,-6.959,38.873,1232
PT,496,Moura,-7.448,38.139,288
FR,414,Fougères,-1.203,48.352,240
ES,856,Miajadas,-5.909,39.151,200
ES,1773,Plasencia,-6.085,40.036,414
FR,496,Mayenne,-0.62,48.306,200
UK,240,Fakenham,0.859,52.834,200
ES,345,Paredes de Nava,-4.691,42.153,200
FR,240,Saint-Hilaire-de-Riez,-1.945,46.72,200
FR,240,Châteaubriant,-1.375,47.721,240
ES,496,Talaván,-6.281,39.715,200
FR,240,Saint-Hilaire-du-Harcouët,-1.091,48.577,200
ES,2552,Valladolid,-4.731,41.65,1027
UK,288,Sudbury,0.731,52.043,200
PT,240,Pias,-7.477,38.022,200
ES,1027,Reinosa,-4.137,43,345
ES,414,Aguilar de Campoo,-4.26,42.795,200
FR,240,Le Hom,-0.478,48.986,200
PT,240,Santa Iria,-7.561,37.89,200
ES,345,Ampuero,-3.413,43.345,240
ES,345,Guijuelo,-5.671,40.556,200
ES,414,Fregenal de la Sierra,-6.652,38.167,200
ES,714,Santander,-3.822,43.463,496
FR,240,Bayeux,-0.702,49.276,200
ES,595,Béjar,-5.764,40.386,240
ES,1232,Burgos,-3.673,42.354,595
ES,1027,Cáceres,-6.371,39.475,496
FR,595,Vire Normandie,-0.887,48.838,240
FR,240,Challans,-1.878,46.845,240
ES,288,Sarón,-3.853,43.324,200
PT,345,Mértola,-7.661,37.642,288
UK,345,Thetford,0.749,52.415,288
PT,240,Amareleja,-7.227,38.209,200
PT,288,Martim Longo,-7.765,37.439,200
PT,288,Sobral da Adiça,-7.26,38.022,200
FR,3674,Nantes,-1.553,47.218,2127
ES,714,Palencia,-4.53,42.009,240
ES,414,Macotera,-5.285,40.83,200
ES,240,Jaraíz de la Vera,-5.756,40.058,200
PT,2552,Faro,-7.929,37.021,714
ES,595,Medina del Campo,-4.914,41.307,240
ES,288,Martínez,-5.347,40.63,200
UK,240,South Woodham Ferrers,0.612,51.644,200
ES,240,Valoria la Buena,-4.533,41.799,200
UK,240,Eastbourne,0.287,50.771,240
FR,240,Gorron,-0.812,48.412,200
FR,288,Les Sables-d'Olonne,-1.784,46.497,200
ES,240,Alcuéscar,-6.23,39.182,200
UK,496,Maidstone,0.531,51.268,200
ES,288,Piedrahíta,-5.324,40.465,200
ES,240,Villadiego,-4.009,42.515,200
FR,595,Caen,-0.372,49.181,288
FR,240,Flers,-0.575,48.75,200
PT,414,Odeleite,-7.488,37.335,200
UK,595,Southend-on-Sea,0.72,51.543,414
